o_order_id:integer,o_customer_id:integer,o_product_id:integer
26070,25076,570
26071,22350,590
26072,58412,119
26073,95510,445
26074,72792,446
26075,16271,427
26076,6739,123
26077,38773,493
26078,8506,344
26079,12148,329
26080,63882,384
26081,53335,431
26082,82728,444
26083,57849,100
26084,68218,473
26085,48440,324
26086,41810,335
26087,25671,343
26088,89195,291
26089,39874,154
26090,81964,193
26091,99101,496
26092,74186,416
26093,79061,164
26094,3435,154
26095,35080,486
26096,54468,304
26097,78560,286
26098,3107,355
26099,21802,136
26100,36905,186
26101,97189,239
26102,18959,568
26103,84118,185
26104,21257,309
26105,93688,293
26106,62280,589
26107,32753,356
26108,56090,437
26109,80672,180
26110,10188,439
26111,52403,435
26112,83311,240
26113,81621,448
26114,11128,357
26115,7619,281
26116,69698,207
26117,50560,478
26118,57870,165
26119,38110,485
26120,46154,497
26121,48093,528
26122,25360,150
26123,60657,399
26124,87109,113
26125,94907,214
26126,12674,249
26127,22906,380
26128,31183,173
26129,24666,281
26130,10603,162
26131,83658,523
26132,26793,555
26133,41771,452
26134,24724,569
26135,30597,484
26136,61810,531
26137,31252,251
26138,6183,111
26139,9855,161
26140,60241,284
26141,76873,522
26142,49904,329
26143,5312,497
26144,90920,526
26145,54035,557
26146,38335,157
26147,69697,239
26148,66337,439
26149,17612,511
26150,14244,578
26151,44269,145
26152,81573,496
26153,2273,283
26154,30833,502
26155,3360,259
26156,5184,223
26157,80750,252
26158,3707,387
26159,34507,166
26160,29470,312
26161,45669,127
26162,66361,588
26163,4141,191
26164,68048,573
26165,17383,269
26166,15107,543
26167,37786,140
26168,64584,416
26169,32616,180
26170,17619,358
26171,34008,103
26172,43607,593
26173,41519,283
26174,62823,215
26175,82141,320
26176,91222,238
26177,90675,407
26178,26716,326
26179,27282,357
26180,49913,324
26181,80286,590
26182,38996,263
26183,46098,453
26184,47645,234
26185,462,470
26186,48369,182
26187,29067,447
26188,39227,454
26189,90638,220
26190,3319,521
26191,19547,490
26192,20914,193
26193,97473,443
26194,26349,522
26195,44467,356
26196,74528,385
26197,35671,483
26198,4188,427
26199,79767,300
26200,41801,474
26201,36085,380
26202,9582,220
26203,41756,446
26204,41134,243
26205,92785,378
26206,8911,277
26207,17864,176
26208,44183,396
26209,70579,189
26210,19151,409
26211,50614,300
26212,13929,179
26213,19829,236
26214,99134,592
26215,22990,374
26216,83248,440
26217,14788,255
26218,81742,174
26219,82576,164
26220,25718,168
26221,29116,111
26222,11380,406
26223,50474,562
26224,16745,539
26225,18542,174
26226,31655,536
26227,1917,213
26228,87705,487
26229,97661,581
26230,96799,524
26231,45083,457
26232,50838,282
26233,53660,555
26234,36854,517
26235,81323,394
26236,62646,171
26237,54417,124
26238,3594,398
26239,63459,144
26240,16748,519
26241,5813,581
26242,98681,333
26243,1741,552
26244,41362,364
26245,7122,485
26246,20066,104
26247,30786,367
26248,83200,281
26249,35779,283
26250,31306,377
26251,83249,506
26252,63089,259
26253,68086,344
26254,19796,107
26255,33912,226
26256,20229,583
26257,86605,359
26258,18055,325
26259,64521,203
26260,65273,278
26261,73944,233
26262,39660,312
26263,38503,503
26264,17168,383
26265,21884,280
26266,6957,586
26267,63334,142
26268,84717,201
26269,57102,469
26270,74039,487
26271,47213,457
26272,37974,255
26273,97144,308
26274,66232,188
26275,93847,144
26276,41298,578
26277,69267,428
26278,72193,235
26279,42765,337
26280,22059,203
26281,75019,217
26282,73092,328
26283,41997,352
26284,53517,531
26285,87422,576
26286,16822,300
26287,58374,343
26288,51844,528
26289,46268,135
26290,31086,430
26291,56793,574
26292,6081,491
26293,68360,175
26294,45316,571
26295,73817,253
26296,91733,182
26297,54420,255
26298,94706,391
26299,47851,398
26300,58740,140
26301,65481,156
26302,47990,467
26303,8838,310
26304,10611,386
26305,15356,233
26306,74797,423
26307,54196,485
26308,29450,162
26309,54137,258
26310,63001,387
26311,6831,528
26312,14259,203
26313,87772,422
26314,78012,147
26315,2020,407
26316,30088,109
26317,84595,106
26318,31482,544
26319,61939,325
26320,78088,187
26321,40253,294
26322,44731,259
26323,54476,285
26324,95026,586
26325,70829,476
26326,86981,415
26327,82834,272
26328,48423,134
26329,16486,338
26330,13221,584
26331,16796,464
26332,40844,381
26333,55936,598
26334,17287,480
26335,20846,236
26336,73477,590
26337,84289,533
26338,16281,365
26339,74340,206
26340,73915,271
26341,87845,334
26342,34668,438
26343,93736,443
26344,47031,204
26345,48279,478
26346,81842,173
26347,30326,171
26348,73124,429
26349,89812,364
26350,47008,560
26351,56382,399
26352,78480,120
26353,78830,403
26354,77,539
26355,53858,249
26356,88042,334
26357,32039,440
26358,78769,137
26359,66355,480
26360,34213,112
26361,2897,115
26362,3015,200
26363,55639,109
26364,27316,264
26365,48948,399
26366,35818,139
26367,78950,295
26368,38507,107
26369,85736,263
26370,46555,327
26371,14888,464
26372,48324,558
26373,48406,554
26374,45145,417
26375,47032,567
26376,66007,239
26377,14202,592
26378,62598,239
26379,16643,599
26380,79167,382
26381,82883,227
26382,68841,288
26383,87625,118
26384,97948,391
26385,45585,543
26386,33126,350
26387,44699,241
26388,98827,300
26389,74454,199
26390,96007,132
26391,63226,504
26392,24815,216
26393,88918,466
26394,28470,487
26395,16702,300
26396,9995,260
26397,48838,254
26398,41216,379
26399,65260,418
26400,11301,590
26401,49711,413
26402,97779,305
26403,64830,167
26404,21317,115
26405,14092,479
26406,25824,507
26407,89471,311
26408,82675,412
26409,27399,589
26410,19641,241
26411,74060,196
26412,53723,430
26413,1120,154
26414,63539,375
26415,16147,446
26416,39308,531
26417,75973,545
26418,22565,514
26419,55959,134
26420,58356,507
26421,6938,440
26422,80935,506
26423,73961,149
26424,49349,518
26425,97299,168
26426,25107,371
26427,91728,543
26428,51635,310
26429,32405,560
26430,43687,418
26431,98754,370
26432,2707,439
26433,3064,588
26434,28929,110
26435,37192,542
26436,574,329
26437,29863,296
26438,4449,189
26439,65725,209
26440,1803,310
26441,36541,236
26442,25577,122
26443,45167,257
26444,87479,270
26445,98025,155
26446,84960,118
26447,19260,294
26448,41120,176
26449,37611,314
26450,41162,501
26451,68662,427
26452,8837,428
26453,44884,323
26454,4849,320
26455,6207,478
26456,36872,401
26457,9193,277
26458,19647,122
26459,51597,323
26460,66763,182
26461,95904,432
26462,24129,224
26463,54759,175
26464,42134,274
26465,17922,451
26466,61701,395
26467,53829,450
26468,47759,505
26469,79303,523
26470,86364,366
26471,54131,182
26472,68831,274
26473,90652,374
26474,47192,235
26475,44526,231
26476,23571,576
26477,42079,119
26478,89582,477
26479,15237,379
26480,44696,207
26481,99713,334
26482,29013,240
26483,70744,102
26484,39646,383
26485,17603,238
26486,15621,289
26487,72892,220
26488,1110,165
26489,56665,204
26490,20985,480
26491,42485,295
26492,6163,131
26493,38345,583
26494,81133,331
26495,8186,252
26496,96364,298
26497,16588,224
26498,40159,459
26499,82901,219
26500,13432,598
26501,60172,476
26502,70193,240
26503,36767,121
26504,91952,151
26505,18020,511
26506,4581,387
26507,41223,490
26508,59280,396
26509,899,149
26510,2623,431
26511,21868,545
26512,64725,356
26513,89800,164
26514,54055,294
26515,62686,381
26516,23103,203
26517,28390,243
26518,72483,438
26519,30464,563
26520,28817,212
26521,73537,278
26522,31137,559
26523,18345,284
26524,95916,381
26525,64751,424
26526,1738,153
26527,78493,410
26528,8343,243
26529,63704,100
26530,75759,451
26531,63608,540
26532,77465,254
26533,65462,365
26534,3616,404
26535,36675,120
26536,96732,334
26537,28853,422
26538,35792,231
26539,8572,217
26540,55116,358
26541,98195,210
26542,58834,284
26543,89714,535
26544,79862,467
26545,4961,329
26546,25246,216
26547,84999,556
26548,90345,513
26549,54687,390
26550,88204,479
26551,33324,530
26552,37143,207
26553,47971,291
26554,78039,192
26555,60647,302
26556,96404,574
26557,27635,417
26558,86746,334
26559,80143,212
26560,57813,171
26561,45669,574
26562,97878,443
26563,71022,314
26564,25779,566
26565,98886,332
26566,91818,197
26567,60574,379
26568,20837,283
26569,86960,276
26570,79545,191
26571,30252,301
26572,29288,545
26573,39761,457
26574,77735,382
26575,35192,290
26576,77882,187
26577,8490,229
26578,13148,233
26579,67570,224
26580,94458,513
26581,66317,456
26582,38399,195
26583,81182,418
26584,5706,245
26585,13246,142
26586,17371,558
26587,70928,480
26588,99533,456
26589,90323,200
26590,77756,447
26591,93041,351
26592,58280,272
26593,20980,231
26594,89715,510
26595,15351,332
26596,65284,149
26597,65050,413
26598,9550,469
26599,96144,476
26600,30602,349
26601,19635,409
26602,81696,266
26603,28311,398
26604,39429,230
26605,28604,391
26606,60702,551
26607,15645,449
26608,73635,201
26609,50277,259
26610,4927,371
26611,48033,341
26612,26292,174
26613,83825,325
26614,43643,387
26615,856,383
26616,92137,500
26617,76754,304
26618,90829,459
26619,48709,303
26620,45909,211
26621,8368,209
26622,75249,104
26623,87521,135
26624,92175,402
26625,57827,402
26626,98885,337
26627,63060,503
26628,93390,569
26629,77716,573
26630,85995,517
26631,80217,376
26632,39339,569
26633,63872,124
26634,19781,249
26635,58302,295
26636,69826,572
26637,32756,216
26638,60856,235
26639,6145,269
26640,77776,392
26641,39857,252
26642,97577,535
26643,95635,226
26644,19414,165
26645,71241,453
26646,55202,486
26647,48024,108
26648,4084,193
26649,52607,197
26650,53421,564
26651,56677,215
26652,98478,181
26653,34699,189
26654,72855,536
26655,3904,127
26656,84234,210
26657,75315,277
26658,96910,472
26659,30787,395
26660,69232,534
26661,22611,372
26662,42307,364
26663,19641,594
26664,63848,163
26665,36309,238
26666,51305,239
26667,46399,209
26668,54975,232
26669,74937,520
26670,20083,411
26671,28964,210
26672,21953,105
26673,55790,160
26674,80281,444
26675,38728,500
26676,75040,165
26677,87190,223
26678,11667,585
26679,49088,218
26680,42123,183
26681,14214,420
26682,6268,516
26683,76912,287
26684,50583,456
26685,10147,132
26686,33616,532
26687,2959,424
26688,43897,548
26689,41125,177
26690,98925,290
26691,62758,395
26692,59594,158
26693,93047,529
26694,53,331
26695,34001,172
26696,37377,298
26697,19380,259
26698,80106,389
26699,10012,527
26700,8636,282
26701,9483,162
26702,46161,303
26703,57734,415
26704,54903,280
26705,29724,578
26706,2159,384
26707,30465,559
26708,57874,411
26709,68537,588
26710,50158,356
26711,46639,360
26712,95342,311
26713,52357,510
26714,65720,200
26715,65062,595
26716,6832,332
26717,26775,113
26718,51610,136
26719,18093,562
26720,62269,220
26721,54552,257
26722,97698,448
26723,50172,376
26724,2908,223
26725,43616,473
26726,60577,289
26727,3839,367
26728,6070,175
26729,24028,514
26730,11882,299
26731,2131,411
26732,72857,309
26733,86539,426
26734,93488,271
26735,39687,125
26736,91216,444
26737,95707,551
26738,78219,279
26739,99868,186
26740,13804,391
26741,39664,599
26742,70195,515
26743,63013,259
26744,9726,149
26745,87838,290
26746,54339,527
26747,66631,361
26748,51225,526
26749,60233,465
26750,33559,167
26751,49529,412
26752,65524,161
26753,49515,395
26754,25166,558
26755,66789,381
26756,11462,217
26757,49390,524
26758,6216,500
26759,20613,106
26760,49160,501
26761,50381,339
26762,13320,585
26763,8358,526
26764,70614,394
26765,70807,530
26766,98386,498
26767,72455,444
26768,49261,118
26769,32428,122
26770,17166,519
26771,77595,354
26772,89326,564
26773,5245,521
26774,37667,473
26775,38530,567
26776,25561,184
26777,18543,361
26778,11836,323
26779,62035,351
26780,51603,358
26781,40312,324
26782,4166,542
26783,25621,583
26784,70048,327
26785,55904,420
26786,79215,259
26787,81089,264
26788,93576,573
26789,86977,413
26790,21480,245
26791,74849,346
26792,70070,162
26793,25000,588
26794,93092,598
26795,82132,123
26796,96659,185
26797,80273,504
26798,16118,205
26799,35431,519
26800,90831,277
26801,56237,520
26802,69174,138
26803,21532,158
26804,74712,179
26805,34047,241
26806,74172,366
26807,55110,183
26808,69409,249
26809,8506,423
26810,27875,581
26811,57419,549
26812,20540,531
26813,76069,237
26814,62247,469
26815,2368,119
26816,8479,144
26817,9815,423
26818,74215,443
26819,15440,342
26820,15875,431
26821,50010,553
26822,17859,495
26823,17109,207
26824,72895,219
26825,21611,251
26826,68222,262
26827,16285,440
26828,46577,161
26829,30424,528
26830,83548,271
26831,8390,579
26832,2773,546
26833,36032,569
26834,26341,232
26835,49793,407
26836,32555,520
26837,26230,301
26838,928,439
26839,63506,248
26840,18869,360
26841,76798,587
26842,60248,348
26843,57069,533
26844,10678,550
26845,84558,129
26846,26010,387
26847,35739,539
26848,28563,362
26849,54830,565
26850,95156,576
26851,83731,182
26852,99989,554
26853,90264,380
26854,29527,416
26855,69728,300
26856,11685,299
26857,87351,180
26858,52310,230
26859,71041,549
26860,31214,127
26861,98444,435
26862,30692,457
26863,95619,547
26864,76575,225
26865,79044,160
26866,97817,318
26867,75433,509
26868,15462,250
26869,89922,239
26870,53581,488
26871,66980,174
26872,34485,432
26873,44763,378
26874,44091,334
26875,8635,461
26876,84735,175
26877,74132,491
26878,83839,193
26879,4772,307
26880,26427,185
26881,46918,417
26882,22712,556
26883,59656,110
26884,92064,511
26885,56730,333
26886,65510,157
26887,29602,246
26888,43335,524
26889,58157,445
26890,204,338
26891,36448,147
26892,98508,150
26893,7373,273
26894,83311,314
26895,68128,200
26896,15469,306
26897,87545,490
26898,84788,364
26899,48564,496
26900,69128,578
26901,99396,391
26902,86181,181
26903,6718,460
26904,49985,502
26905,15793,164
26906,35532,120
26907,53844,129
26908,1721,309
26909,64056,525
26910,79510,466
26911,9372,197
26912,70903,510
26913,95648,333
26914,61906,215
26915,70641,319
26916,35875,322
26917,78562,489
26918,79919,129
26919,89052,268
26920,84101,574
26921,73996,371
26922,68864,382
26923,18554,274
26924,22442,175
26925,17659,282
26926,50875,380
26927,95004,254
26928,39487,288
26929,86463,446
26930,79189,326
26931,98306,199
26932,91859,387
26933,46170,414
26934,42279,473
26935,36383,219
26936,62361,505
26937,15329,536
26938,93548,505
26939,48248,286
26940,45123,485
26941,27865,540
26942,53856,147
26943,18884,339
26944,45927,521
26945,10906,371
26946,25346,247
26947,44428,320
26948,33214,110
26949,64207,363
26950,80402,577
26951,11244,296
26952,53375,394
26953,70676,321
26954,52915,213
26955,78256,318
26956,32104,398
26957,51254,577
26958,21930,352
26959,63927,400
26960,99797,203
26961,20022,281
26962,82396,151
26963,16723,430
26964,79462,263
26965,57253,108
26966,723,345
26967,295,350
26968,47581,526
26969,28809,475
26970,26,386
26971,84583,564
26972,69181,370
26973,20214,187
26974,40988,404
26975,93467,505
26976,14796,254
26977,2294,287
26978,54664,337
26979,41051,166
26980,91537,428
26981,40641,164
26982,7503,536
26983,62067,175
26984,57558,220
26985,87845,221
26986,7460,376
26987,57409,226
26988,44358,498
26989,41342,506
26990,8346,577
26991,1522,423
26992,60175,369
26993,39422,471
26994,11177,399
26995,42600,186
26996,93889,407
26997,2534,412
26998,6825,504
26999,47926,186
27000,8845,105
27001,65259,588
27002,67093,375
27003,90817,266
27004,83367,134
27005,94769,232
27006,15305,428
27007,92736,188
27008,38980,312
27009,51315,138
27010,10980,460
27011,10429,524
27012,93468,492
27013,94328,124
27014,70470,560
27015,60082,544
27016,57416,428
27017,98847,256
27018,54386,378
27019,59500,370
27020,132,192
27021,83796,567
27022,98861,137
27023,86635,502
27024,18574,583
27025,8599,156
27026,74557,516
27027,70847,559
27028,15365,290
27029,73084,555
27030,58090,243
27031,72140,363
27032,83178,309
27033,38949,360
27034,48063,203
27035,9798,217
27036,56833,570
27037,40169,147
27038,47785,332
27039,88021,204
27040,561,367
27041,52593,296
27042,54519,590
27043,47922,483
27044,69919,309
27045,3221,426
27046,31960,370
27047,15624,181
27048,26487,273
27049,64322,521
27050,48895,412
27051,52179,288
27052,87971,232
27053,92246,470
27054,30690,309
27055,28868,450
27056,30417,300
27057,64546,379
27058,21590,567
27059,10810,117
27060,69200,182
27061,95783,225
27062,60852,558
27063,81865,120
27064,49747,367
27065,40217,419
27066,53879,575
27067,71831,189
27068,13900,201
27069,23391,386
27070,11163,119
27071,78233,449
27072,28273,201
27073,93296,320
27074,95135,172
27075,10106,599
27076,93179,408
27077,19542,455
27078,69315,153
27079,6229,294
27080,27553,416
27081,18350,593
27082,62218,246
27083,38805,274
27084,40385,189
27085,9606,235
27086,99353,592
27087,72731,303
27088,39287,202
27089,32190,408
27090,60054,511
27091,2904,583
27092,54340,239
27093,69799,449
27094,41481,144
27095,31214,554
27096,9095,415
27097,58950,144
27098,87645,282
27099,1682,369
27100,94790,369
27101,49297,378
27102,43455,147
27103,29485,326
27104,45414,412
27105,70768,411
27106,44574,253
27107,97686,116
27108,26446,436
27109,58077,214
27110,70281,383
27111,73913,144
27112,45576,596
27113,63876,360
27114,2548,119
27115,68210,596
27116,64640,484
27117,37667,547
27118,39410,431
27119,68946,233
27120,74754,550
27121,44778,596
27122,96987,142
27123,71577,246
27124,26463,106
27125,57628,480
27126,77544,286
27127,17625,149
27128,18824,100
27129,13580,132
27130,53841,289
27131,31097,206
27132,58353,106
27133,96768,582
27134,80502,437
27135,14543,384
27136,55951,248
27137,62833,345
27138,43410,238
27139,9316,449
27140,24154,362
27141,22665,289
27142,48681,349
27143,9716,523
27144,73291,166
27145,84322,265
27146,27003,256
27147,49963,211
27148,64574,232
27149,23149,410
27150,92461,514
27151,53128,499
27152,6641,287
27153,47752,467
27154,46375,129
27155,63645,461
27156,70243,227
27157,28806,257
27158,50832,175
27159,1868,444
27160,80053,210
27161,16395,514
27162,18324,580
27163,80331,516
27164,37452,317
27165,20077,320
27166,8478,448
27167,76032,158
27168,65068,290
27169,19956,157
27170,22429,587
27171,51878,230
27172,39678,250
27173,52665,585
27174,67491,546
27175,25510,183
27176,18666,553
27177,29898,465
27178,2496,196
27179,71358,207
27180,29565,358
27181,47364,180
27182,62411,336
27183,26205,241
27184,37508,154
27185,95543,217
27186,13401,307
27187,77668,385
27188,56975,570
27189,41830,469
27190,69411,476
27191,15302,448
27192,96686,103
27193,60707,396
27194,41124,250
27195,79784,390
27196,97975,466
27197,24951,189
27198,72856,226
27199,27841,541
27200,90749,546
27201,28311,404
27202,34910,595
27203,19771,265
27204,69370,135
27205,73039,529
27206,63639,431
27207,13071,547
27208,65030,415
27209,89275,339
27210,90340,521
27211,19916,288
27212,79932,470
27213,68552,396
27214,59882,510
27215,89393,573
27216,45916,471
27217,31863,513
27218,60305,129
27219,78702,562
27220,73123,522
27221,31578,432
27222,80704,117
27223,5351,276
27224,56532,597
27225,11637,459
27226,45571,496
27227,44304,129
27228,19698,233
27229,97309,576
27230,89093,387
27231,40017,300
27232,28035,220
27233,43772,113
27234,79957,475
27235,77826,544
27236,32910,274
27237,49930,479
27238,76421,139
27239,41360,372
27240,20349,126
27241,32181,232
27242,36357,560
27243,11382,597
27244,66907,387
27245,4314,138
27246,97420,207
27247,51972,173
27248,71671,129
27249,24553,580
27250,65167,375
27251,315,219
27252,72607,327
27253,14820,585
27254,84424,437
27255,49999,593
27256,46853,489
27257,67807,118
27258,76560,326
27259,51107,232
27260,46173,377
27261,19265,446
27262,9764,101
27263,32944,365
27264,65948,131
27265,94914,333
27266,91075,198
27267,669,435
27268,26458,398
27269,33515,339
27270,83309,268
27271,90119,521
27272,70128,258
27273,90200,140
27274,95429,560
27275,84859,582
27276,25275,138
27277,48472,296
27278,59376,348
27279,6199,169
27280,68214,201
27281,40523,117
27282,29588,592
27283,84812,385
27284,45283,419
27285,35811,141
27286,85593,193
27287,12382,223
27288,60963,214
27289,77603,147
27290,93258,519
27291,90497,156
27292,25656,367
27293,23330,183
27294,60725,258
27295,55005,222
27296,44522,455
27297,42473,444
27298,34022,365
27299,97451,171
27300,28478,288
27301,53520,211
27302,2895,155
27303,23574,507
27304,50272,488
27305,41188,514
27306,94243,191
27307,39931,181
27308,64218,331
27309,11684,224
27310,89878,461
27311,60552,206
27312,60506,550
27313,38783,209
27314,11998,373
27315,61664,507
27316,11056,472
27317,31863,404
27318,2132,493
27319,29812,321
27320,39244,445
27321,91744,123
27322,87443,572
27323,34667,517
27324,35524,474
27325,84833,198
27326,99128,502
27327,347,139
27328,31787,118
27329,93361,493
27330,39104,316
27331,42093,156
27332,27419,444
27333,71194,525
27334,54284,307
27335,47612,498
27336,41804,212
27337,31898,387
27338,17791,205
27339,24566,116
27340,61785,213
27341,82013,506
27342,53598,101
27343,74713,296
27344,8418,118
27345,18019,476
27346,44463,266
27347,94966,302
27348,13828,358
27349,67936,149
27350,74170,420
27351,26546,200
27352,32034,373
27353,88662,213
27354,83434,572
27355,46591,134
27356,63135,171
27357,65116,100
27358,91405,598
27359,28359,221
27360,37089,262
27361,81818,129
27362,71663,174
27363,39841,334
27364,69359,298
27365,16650,557
27366,20099,238
27367,41657,217
27368,20148,369
27369,4216,147
27370,95705,424
27371,44876,407
27372,64857,313
27373,3587,235
27374,65544,185
27375,14505,414
27376,88206,114
27377,87929,193
27378,24165,190
27379,36400,142
27380,6497,342
27381,29566,213
27382,64394,239
27383,95574,288
27384,2596,519
27385,1605,198
27386,30960,376
27387,8895,412
27388,90315,458
27389,80372,328
27390,96756,578
27391,39618,360
27392,46251,263
27393,8900,408
27394,8085,136
27395,15688,228
27396,43868,597
27397,99007,408
27398,45811,572
27399,8621,389
27400,57080,588
27401,41376,429
27402,12338,450
27403,13085,348
27404,41785,342
27405,64534,243
27406,91764,141
27407,97879,177
27408,30430,521
27409,22144,437
27410,72034,358
27411,32749,430
27412,37670,596
27413,81041,251
27414,90948,250
27415,51330,368
27416,78994,267
27417,2189,437
27418,48803,104
27419,89034,298
27420,32391,378
27421,37610,443
27422,86957,582
27423,55437,375
27424,94953,378
27425,67344,105
27426,29873,430
27427,90051,170
27428,57121,201
27429,18265,430
27430,46462,475
27431,97656,461
27432,44536,481
27433,70609,478
27434,4104,595
27435,99113,276
27436,56889,141
27437,84758,262
27438,57443,100
27439,40741,317
27440,77842,161
27441,89624,267
27442,64165,273
27443,18797,111
27444,11186,516
27445,83801,300
27446,20551,372
27447,87893,421
27448,15244,329
27449,3918,215
27450,90309,251
27451,93632,342
27452,97203,116
27453,76125,289
27454,20729,237
27455,50086,235
27456,11131,283
27457,4636,145
27458,92419,447
27459,25361,574
27460,24990,236
27461,920,474
27462,96867,309
27463,79579,522
27464,38388,463
27465,34826,417
27466,42205,476
27467,85777,290
27468,64921,166
27469,76515,127
27470,3891,135
27471,10163,273
27472,14186,134
27473,49409,493
27474,1454,532
27475,66673,277
27476,47367,173
27477,47383,360
27478,26870,270
27479,73518,390
27480,19602,104
27481,18377,384
27482,63444,342
27483,59137,381
27484,82319,355
27485,47180,162
27486,5366,563
27487,39471,464
27488,46530,342
27489,38762,439
27490,9963,212
27491,41682,241
27492,89875,115
27493,53660,461
27494,78274,154
27495,27796,200
27496,58668,431
27497,51565,268
27498,22735,445
27499,62195,340
27500,11033,516
27501,92253,114
27502,87526,533
27503,97567,346
27504,80262,402
27505,21947,344
27506,80957,479
27507,22455,351
27508,709,308
27509,53162,334
27510,74510,351
27511,32431,236
27512,90245,432
27513,18812,124
27514,54482,181
27515,15277,282
27516,59515,588
27517,46361,389
27518,96582,289
27519,71527,445
27520,28220,378
27521,14041,492
27522,31593,541
27523,23365,446
27524,86432,469
27525,57157,395
27526,95932,179
27527,51909,199
27528,40577,200
27529,44730,152
27530,74880,269
27531,39057,267
27532,99769,432
27533,92421,413
27534,64219,543
27535,28234,372
27536,60903,390
27537,27559,103
27538,90995,201
27539,60865,262
27540,81194,140
27541,67249,235
27542,51920,440
27543,64824,343
27544,69027,315
27545,54505,226
27546,55294,531
27547,48356,335
27548,13815,447
27549,84131,526
27550,1960,375
27551,56718,211
27552,30091,359
27553,9641,564
27554,88158,297
27555,11085,287
27556,83878,544
27557,45235,495
27558,49327,148
27559,53164,486
27560,9233,155
27561,10767,400
27562,74607,149
27563,14666,370
27564,85913,110
27565,18777,449
27566,28210,585
27567,59957,142
27568,77452,425
27569,81347,152
27570,24334,307
27571,98285,357
27572,44631,150
27573,36878,447
27574,80861,433
27575,21415,338
27576,49806,451
27577,5231,270
27578,47096,173
27579,8423,428
27580,86148,243
27581,78251,318
27582,71676,153
27583,67556,253
27584,35373,551
27585,762,450
27586,22664,560
27587,46535,481
27588,62723,101
27589,71303,410
27590,26173,357
27591,67179,597
27592,7102,568
27593,10477,258
27594,29276,257
27595,99326,266
27596,3546,169
27597,71323,577
27598,5579,263
27599,18014,109
27600,14676,489
27601,24433,131
27602,64176,281
27603,7517,106
27604,90381,417
27605,45120,309
27606,42067,349
27607,14333,326
27608,43205,580
27609,4750,234
27610,2272,426
27611,14388,275
27612,3264,273
27613,80623,161
27614,43778,174
27615,25385,100
27616,48068,224
27617,78156,119
27618,80905,264
27619,24532,339
27620,95129,495
27621,49471,208
27622,79876,317
27623,28513,241
27624,25031,422
27625,91477,430
27626,82215,280
27627,90509,598
27628,31418,590
27629,72490,371
27630,390,455
27631,68359,276
27632,55073,183
27633,9744,114
27634,90103,102
27635,68848,538
27636,77162,467
27637,83688,262
27638,24660,369
27639,66203,383
27640,43112,291
27641,69798,544
27642,8054,235
27643,33837,197
27644,29517,589
27645,13424,591
27646,76730,231
27647,43613,304
27648,29999,578
27649,16543,463
27650,83680,591
27651,30485,254
27652,98054,599
27653,77277,468
27654,14406,220
27655,53326,186
27656,73388,558
27657,21829,413
27658,55504,547
27659,88119,404
27660,45595,208
27661,34950,548
27662,80931,564
27663,78063,376
27664,49490,218
27665,24128,282
27666,5893,223
27667,95814,460
27668,44368,429
27669,47588,437
27670,44575,300
27671,30144,464
27672,15031,296
27673,49047,456
27674,12058,552
27675,31857,593
27676,54954,366
27677,86831,423
27678,87461,379
27679,21729,284
27680,72302,186
27681,52308,369
27682,57356,529
27683,16072,278
27684,22732,505
27685,67680,599
27686,38178,244
27687,45779,448
27688,87629,468
27689,23519,411
27690,80024,190
27691,78781,349
27692,61244,328
27693,85871,291
27694,67683,108
27695,46678,345
27696,40423,347
27697,17857,230
27698,1753,251
27699,60799,530
27700,20638,530
27701,84341,388
27702,1204,199
27703,97035,578
27704,4402,562
27705,75681,547
27706,20493,596
27707,76320,337
27708,88919,205
27709,75083,418
27710,23841,523
27711,46707,141
27712,56065,180
27713,93737,594
27714,66159,152
27715,62191,394
27716,82346,324
27717,15496,252
27718,90744,151
27719,89806,186
27720,39370,115
27721,44130,292
27722,96413,184
27723,74685,128
27724,59805,598
27725,58309,437
27726,10436,204
27727,41212,118
27728,9056,330
27729,17619,424
27730,25843,215
27731,11675,444
27732,52404,164
27733,79516,260
27734,72243,310
27735,90046,516
27736,34073,154
27737,27365,505
27738,85517,380
27739,10298,218
27740,73620,230
27741,28867,539
27742,44560,375
27743,63445,435
27744,65641,428
27745,24192,101
27746,905,193
27747,12809,331
27748,48736,309
27749,36629,520
27750,3912,197
27751,80992,569
27752,69315,556
27753,17678,531
27754,94241,506
27755,74297,371
27756,39902,333
27757,40937,330
27758,18088,248
27759,36609,136
27760,73086,390
27761,79606,217
27762,4691,423
27763,22875,196
27764,21586,300
27765,64119,240
27766,61212,156
27767,13720,351
27768,21741,448
27769,35105,445
27770,27036,180
27771,48223,131
27772,17665,156
27773,74969,499
27774,84369,214
27775,99750,413
27776,58404,193
27777,70520,315
27778,85816,251
27779,79734,341
27780,40142,588
27781,9031,267
27782,37554,227
27783,9226,160
27784,89209,491
27785,43523,141
27786,36547,587
27787,8432,423
27788,51743,478
27789,78553,477
27790,77582,455
27791,57958,203
27792,42879,508
27793,46218,136
27794,38298,586
27795,37501,371
27796,83256,197
27797,25608,454
27798,1423,158
27799,73977,139
27800,50060,499
27801,34103,436
27802,12825,587
27803,42959,373
27804,2398,215
27805,35884,138
27806,8483,209
27807,78598,264
27808,68948,579
27809,97105,192
27810,74493,592
27811,1942,595
27812,25141,108
27813,88351,260
27814,15255,457
27815,65099,348
27816,5642,151
27817,72673,437
27818,73539,240
