p_product_id:integer,p_name:string,p_price:double
2155,Product_Q563,851.41
2156,Product_R795,28.24
2157,Product_Z578,645.48
2158,Product_T698,509.33
2159,Product_S118,88.67
2160,Product_W19,452.54
2161,Product_G846,253.97
2162,Product_C680,676.18
2163,Product_L735,161.23
2164,Product_T782,657.97
2165,Product_A757,564.52
2166,Product_M539,675.59
2167,Product_G911,637.88
2168,Product_G70,730.36
2169,Product_Z727,473.26
2170,Product_B443,480.08
2171,Product_V560,946.17
2172,Product_W620,452.30
2173,Product_B366,260.01
2174,Product_L440,761.04
2175,Product_R496,576.12
2176,Product_R983,299.31
2177,Product_I145,166.45
2178,Product_F282,96.18
2179,Product_D170,36.33
2180,Product_S783,300.66
2181,Product_S714,958.50
2182,Product_I212,585.50
2183,Product_H262,385.45
2184,Product_T31,341.97
2185,Product_N440,954.29
2186,Product_N276,331.73
2187,Product_Y315,399.05
2188,Product_L813,784.34
2189,Product_Z948,86.95
2190,Product_C379,988.54
2191,Product_H819,579.86
2192,Product_F268,541.91
2193,Product_I23,38.60
2194,Product_G386,417.58
2195,Product_W773,696.51
2196,Product_D826,897.85
2197,Product_G986,619.58
2198,Product_H889,142.53
2199,Product_V491,553.67
2200,Product_R585,815.60
2201,Product_Q387,734.51
2202,Product_B34,116.26
2203,Product_G245,83.77
2204,Product_L400,440.21
2205,Product_L70,644.13
2206,Product_Y939,94.36
2207,Product_Y228,48.09
2208,Product_U938,31.84
2209,Product_T489,499.47
2210,Product_J110,426.10
2211,Product_S463,922.54
2212,Product_P893,631.14
2213,Product_R717,272.43
2214,Product_Q156,270.92
2215,Product_Q368,760.84
2216,Product_B963,133.56
2217,Product_F186,514.13
2218,Product_U605,406.75
2219,Product_C591,995.45
2220,Product_A236,477.32
2221,Product_Y234,650.31
2222,Product_R785,223.21
2223,Product_H372,673.89
2224,Product_A65,317.16
2225,Product_A173,680.03
2226,Product_V96,520.78
2227,Product_A976,465.92
2228,Product_R218,273.51
2229,Product_S571,511.87
2230,Product_O988,224.28
2231,Product_Y516,404.19
2232,Product_I471,574.26
2233,Product_O492,329.14
2234,Product_F29,116.55
2235,Product_Z63,318.66
2236,Product_F322,853.71
2237,Product_L18,673.02
2238,Product_B619,215.77
2239,Product_V252,292.65
2240,Product_Y2,240.95
2241,Product_Z661,190.25
2242,Product_U263,437.26
2243,Product_L784,695.68
2244,Product_D864,77.22
2245,Product_E908,129.40
2246,Product_W121,568.22
2247,Product_I719,606.02
2248,Product_X100,959.46
2249,Product_J378,167.15
2250,Product_X418,781.23
2251,Product_M871,612.97
2252,Product_F560,904.70
2253,Product_V277,93.69
2254,Product_B771,200.05
2255,Product_T386,397.00
2256,Product_O747,687.35
2257,Product_H79,353.72
2258,Product_S539,188.40
2259,Product_I408,542.68
2260,Product_M294,869.18
2261,Product_W633,627.11
2262,Product_U220,470.34
2263,Product_E841,467.38
2264,Product_U58,39.06
2265,Product_F138,830.74
2266,Product_D381,198.01
2267,Product_D134,435.97
2268,Product_J655,67.03
2269,Product_B283,260.44
2270,Product_W576,490.18
2271,Product_R248,39.23
2272,Product_U990,665.04
2273,Product_L957,739.71
2274,Product_G204,262.51
2275,Product_K454,611.37
2276,Product_B614,443.86
2277,Product_Q8,89.18
2278,Product_P531,187.86
2279,Product_G770,499.25
2280,Product_S562,123.29
2281,Product_G605,98.30
2282,Product_Z821,172.69
2283,Product_J84,63.79
2284,Product_B456,830.47
2285,Product_I52,958.26
2286,Product_C266,732.72
2287,Product_A901,871.15
2288,Product_V650,568.29
2289,Product_N398,892.82
2290,Product_H978,89.02
2291,Product_F812,609.09
2292,Product_L72,103.64
2293,Product_W219,170.86
2294,Product_G231,832.68
2295,Product_H811,361.16
2296,Product_M538,72.54
2297,Product_A20,22.39
2298,Product_M945,654.16
2299,Product_H601,529.19
2300,Product_C450,56.98
2301,Product_M417,96.77
2302,Product_Y585,290.53
2303,Product_J553,551.57
2304,Product_V95,735.41
2305,Product_E650,330.04
2306,Product_X246,711.72
2307,Product_G49,982.87
2308,Product_E770,556.69
2309,Product_T417,464.94
2310,Product_N89,423.91
2311,Product_V690,807.39
2312,Product_F652,414.56
2313,Product_L517,615.58
2314,Product_L483,56.25
2315,Product_Z590,927.04
2316,Product_F100,347.31
2317,Product_O64,575.44
2318,Product_Z613,854.02
2319,Product_M724,261.14
2320,Product_M565,254.78
2321,Product_I809,765.37
2322,Product_D374,779.38
2323,Product_O948,843.70
2324,Product_F349,42.38
2325,Product_H402,45.72
2326,Product_R504,87.98
2327,Product_S593,930.62
2328,Product_G126,789.25
2329,Product_J826,713.84
2330,Product_W514,777.25
2331,Product_Q449,917.40
2332,Product_C872,865.15
2333,Product_Z843,566.26
2334,Product_S150,390.00
2335,Product_U30,584.85
2336,Product_A804,968.37
2337,Product_X620,661.92
2338,Product_U4,704.03
2339,Product_V327,98.33
2340,Product_N874,624.14
2341,Product_H198,250.48
2342,Product_X884,606.18
2343,Product_I639,603.07
2344,Product_D890,610.90
2345,Product_J986,77.31
2346,Product_C214,116.81
2347,Product_T868,506.02
2348,Product_A277,288.77
2349,Product_T624,874.05
2350,Product_X309,208.03
2351,Product_C119,611.84
2352,Product_V364,832.72
2353,Product_L945,921.49
2354,Product_T950,136.57
2355,Product_O338,838.54
2356,Product_G983,869.84
2357,Product_X261,778.49
2358,Product_W213,199.75
2359,Product_V979,195.20
2360,Product_S983,967.94
2361,Product_F517,748.72
2362,Product_K864,250.41
2363,Product_I765,72.41
2364,Product_S187,10.11
2365,Product_P137,664.13
2366,Product_T480,394.18
2367,Product_X280,252.92
2368,Product_O766,397.48
2369,Product_E98,921.70
2370,Product_E262,640.02
2371,Product_U923,67.95
2372,Product_Y606,659.67
2373,Product_X824,987.42
2374,Product_T659,482.44
2375,Product_B567,541.85
2376,Product_Y469,830.20
2377,Product_H611,739.22
2378,Product_X414,631.28
2379,Product_U614,645.36
2380,Product_H947,651.45
2381,Product_A301,367.55
2382,Product_T49,442.38
2383,Product_Y903,825.37
2384,Product_F512,621.37
2385,Product_M782,740.55
2386,Product_G3,690.18
2387,Product_S891,496.28
2388,Product_Y342,301.54
2389,Product_Q981,447.39
2390,Product_O798,780.58
2391,Product_D19,185.89
2392,Product_F372,433.70
2393,Product_A125,831.71
2394,Product_W26,539.86
2395,Product_S910,465.98
2396,Product_O267,809.54
2397,Product_Z180,873.83
2398,Product_A239,133.24
2399,Product_L566,935.45
2400,Product_C244,935.74
2401,Product_A652,658.56
2402,Product_I837,823.87
2403,Product_Z139,791.16
2404,Product_I943,883.92
2405,Product_Z158,732.38
2406,Product_K918,620.63
2407,Product_O853,789.42
2408,Product_S116,952.84
2409,Product_E353,741.72
2410,Product_N50,890.72
2411,Product_B317,708.25
2412,Product_V461,997.21
2413,Product_H902,991.17
2414,Product_Z2,660.36
2415,Product_B372,528.26
2416,Product_A521,525.50
2417,Product_P382,908.34
2418,Product_O877,124.55
2419,Product_I9,927.41
2420,Product_C225,916.28
2421,Product_Z130,529.24
2422,Product_K364,484.28
2423,Product_Q998,912.40
2424,Product_L230,460.21
2425,Product_J88,475.73
2426,Product_G152,347.05
2427,Product_Q315,557.02
2428,Product_H455,902.50
2429,Product_A84,104.19
2430,Product_I226,64.16
2431,Product_P857,235.16
2432,Product_V391,847.73
2433,Product_R987,681.73
2434,Product_R145,875.59
2435,Product_H583,853.82
2436,Product_R724,146.91
2437,Product_D200,894.15
2438,Product_I255,831.00
2439,Product_C391,928.82
2440,Product_W664,33.84
2441,Product_E923,947.04
2442,Product_D115,592.56
2443,Product_P760,453.58
2444,Product_L667,855.32
2445,Product_Z868,89.13
2446,Product_P967,793.17
2447,Product_U453,968.69
2448,Product_P870,477.58
2449,Product_P180,354.33
2450,Product_O10,590.91
2451,Product_S564,397.44
2452,Product_I729,658.36
2453,Product_F106,856.62
2454,Product_L358,378.11
2455,Product_Z950,270.36
2456,Product_K972,211.91
2457,Product_U537,879.13
2458,Product_F731,960.93
2459,Product_R173,638.71
2460,Product_G728,571.54
2461,Product_Z936,546.61
2462,Product_D425,682.88
2463,Product_A568,794.97
2464,Product_W462,101.85
2465,Product_I167,987.67
2466,Product_E713,133.19
2467,Product_Q152,405.39
2468,Product_O166,290.25
2469,Product_M72,200.92
2470,Product_A747,568.34
2471,Product_Q525,857.57
2472,Product_W857,665.07
2473,Product_P122,886.46
2474,Product_O840,242.76
2475,Product_B656,933.17
2476,Product_S238,124.68
2477,Product_U958,221.82
2478,Product_G945,22.04
2479,Product_O282,963.62
2480,Product_O223,829.96
2481,Product_F773,118.77
2482,Product_O621,199.57
2483,Product_B643,174.10
2484,Product_U757,169.73
2485,Product_X128,515.09
2486,Product_A381,384.91
2487,Product_D227,878.51
2488,Product_F766,116.15
2489,Product_S142,872.88
2490,Product_N690,720.03
2491,Product_S771,765.78
2492,Product_Q965,174.95
2493,Product_V488,652.27
2494,Product_L925,946.50
2495,Product_J196,305.19
2496,Product_Q570,772.48
2497,Product_M767,667.24
2498,Product_K342,34.84
2499,Product_J829,76.15
2500,Product_H724,609.30
2501,Product_V403,547.41
2502,Product_K588,324.11
2503,Product_T200,694.92
2504,Product_G621,467.44
2505,Product_Q229,647.43
2506,Product_Q858,568.01
2507,Product_L981,438.92
2508,Product_R126,465.99
2509,Product_L941,163.00
2510,Product_Y295,150.50
2511,Product_L4,766.04
2512,Product_E941,777.10
2513,Product_G860,289.93
2514,Product_N100,352.13
2515,Product_Q830,474.51
2516,Product_H181,222.21
2517,Product_S914,720.37
2518,Product_S641,675.35
2519,Product_B540,85.88
2520,Product_N638,285.43
2521,Product_C639,787.74
2522,Product_M726,364.75
2523,Product_Q238,661.61
2524,Product_V407,548.90
2525,Product_J549,979.31
2526,Product_R190,655.49
2527,Product_C116,320.76
2528,Product_W658,512.17
2529,Product_O156,782.93
2530,Product_A671,561.10
2531,Product_G319,884.35
2532,Product_N959,235.36
2533,Product_B379,962.12
2534,Product_D594,48.73
2535,Product_U887,688.99
2536,Product_D527,413.08
2537,Product_I45,780.83
2538,Product_B176,937.95
2539,Product_E366,350.01
2540,Product_T74,753.95
2541,Product_P280,746.97
2542,Product_F658,66.48
2543,Product_A403,982.09
2544,Product_P944,737.70
2545,Product_H326,901.27
2546,Product_C639,203.65
2547,Product_A711,372.35
2548,Product_U466,139.65
2549,Product_H784,765.51
2550,Product_U984,90.09
2551,Product_J410,768.99
2552,Product_X441,919.56
2553,Product_D333,381.49
2554,Product_R703,469.48
2555,Product_G821,615.49
2556,Product_Q221,439.65
2557,Product_W615,139.97
2558,Product_F811,855.83
2559,Product_R457,228.34
2560,Product_H311,873.84
2561,Product_Y589,315.98
2562,Product_W748,637.10
2563,Product_O733,183.43
2564,Product_W751,517.87
2565,Product_K72,484.48
2566,Product_B660,543.64
2567,Product_M683,133.96
2568,Product_A53,277.52
2569,Product_Y873,228.11
2570,Product_M227,757.28
2571,Product_S195,90.12
2572,Product_H594,449.44
2573,Product_J232,815.75
2574,Product_Y57,104.57
2575,Product_D998,498.29
2576,Product_C871,776.92
2577,Product_N294,848.66
2578,Product_O743,34.86
2579,Product_E739,675.10
2580,Product_C476,180.11
2581,Product_U587,898.11
2582,Product_J597,501.95
2583,Product_U796,348.99
2584,Product_X969,727.83
2585,Product_H80,726.06
2586,Product_S980,854.83
2587,Product_D393,399.76
2588,Product_L720,865.75
2589,Product_X317,647.87
2590,Product_D428,281.23
2591,Product_J658,123.60
2592,Product_O672,782.95
2593,Product_Z842,33.62
2594,Product_Q838,514.69
2595,Product_B688,479.19
2596,Product_D810,476.60
2597,Product_P833,52.03
2598,Product_D443,893.58
2599,Product_E996,247.30
2600,Product_Y695,31.88
2601,Product_F265,188.50
2602,Product_A194,858.04
2603,Product_A477,994.56
2604,Product_L311,991.70
2605,Product_P772,96.30
2606,Product_I877,468.16
2607,Product_X973,348.73
2608,Product_N355,18.58
2609,Product_F746,767.49
2610,Product_B35,664.32
2611,Product_J396,861.17
2612,Product_C634,948.11
2613,Product_G498,247.46
2614,Product_W974,288.12
2615,Product_Y435,598.94
2616,Product_P518,301.25
2617,Product_P622,154.76
2618,Product_I165,989.77
2619,Product_D969,167.02
2620,Product_T167,570.19
2621,Product_X703,905.11
2622,Product_O242,705.33
2623,Product_M992,718.35
2624,Product_S902,899.69
2625,Product_B660,416.27
2626,Product_L581,194.68
2627,Product_U287,426.96
2628,Product_L547,173.82
2629,Product_G983,427.64
2630,Product_X406,848.76
2631,Product_T529,116.91
2632,Product_P942,245.07
2633,Product_S359,66.17
2634,Product_Y470,931.72
2635,Product_B756,277.50
2636,Product_H697,260.54
2637,Product_Y397,97.68
2638,Product_Q317,641.65
2639,Product_B329,652.24
2640,Product_D827,17.31
2641,Product_E978,959.96
2642,Product_Y236,880.60
2643,Product_M818,967.14
2644,Product_B901,826.72
2645,Product_P654,691.79
2646,Product_Y27,672.35
2647,Product_A286,620.89
2648,Product_S103,534.69
2649,Product_F690,109.45
2650,Product_T739,393.88
2651,Product_I918,357.30
2652,Product_M699,382.63
2653,Product_N686,59.49
2654,Product_P933,413.84
2655,Product_Q362,277.73
2656,Product_I744,61.18
2657,Product_B35,574.66
2658,Product_X968,818.99
2659,Product_V459,678.83
2660,Product_R280,126.49
2661,Product_E497,126.65
2662,Product_W741,237.01
2663,Product_K730,568.33
2664,Product_R378,505.99
2665,Product_E912,347.48
2666,Product_V870,921.49
2667,Product_S575,839.15
2668,Product_A767,898.51
2669,Product_K754,58.26
2670,Product_W258,782.65
2671,Product_E458,519.57
2672,Product_U735,210.75
2673,Product_O879,312.17
2674,Product_J209,814.52
2675,Product_G540,504.90
2676,Product_Q820,339.84
2677,Product_Y542,825.40
2678,Product_G413,187.13
2679,Product_W165,713.16
2680,Product_U973,59.09
2681,Product_K922,97.73
2682,Product_W510,29.48
2683,Product_Z831,615.27
2684,Product_R835,651.55
2685,Product_Q673,881.72
2686,Product_T412,546.78
2687,Product_Q641,467.40
2688,Product_Z743,633.66
2689,Product_W950,137.08
2690,Product_W151,122.85
2691,Product_D404,820.81
2692,Product_T753,718.46
2693,Product_Q47,274.13
2694,Product_R642,356.01
2695,Product_M424,111.93
2696,Product_R601,815.66
2697,Product_K350,528.08
2698,Product_W499,434.38
2699,Product_J390,282.92
2700,Product_C409,813.07
2701,Product_I684,812.86
2702,Product_T531,144.12
2703,Product_G647,930.61
2704,Product_X760,301.77
2705,Product_R24,161.38
2706,Product_X643,361.29
2707,Product_W130,348.87
2708,Product_S551,574.34
2709,Product_G43,815.87
2710,Product_J283,25.87
2711,Product_H194,297.47
2712,Product_V767,593.62
2713,Product_W22,570.14
2714,Product_R181,723.83
2715,Product_A29,687.42
2716,Product_O344,656.47
2717,Product_R609,762.59
2718,Product_P503,550.64
2719,Product_R60,320.76
2720,Product_M402,994.65
2721,Product_D69,146.55
2722,Product_B956,757.00
2723,Product_E872,270.03
2724,Product_W351,622.67
2725,Product_N42,551.99
2726,Product_D698,415.45
2727,Product_G850,790.07
2728,Product_B742,999.46
2729,Product_B153,10.16
2730,Product_D964,133.46
2731,Product_E442,722.66
2732,Product_B840,508.84
2733,Product_C962,740.01
2734,Product_F673,446.62
2735,Product_I304,681.53
2736,Product_A622,660.62
2737,Product_Y14,243.16
2738,Product_R801,572.70
2739,Product_V990,663.17
2740,Product_Y567,612.24
2741,Product_C765,331.26
2742,Product_C150,485.09
2743,Product_P666,796.14
2744,Product_C790,417.93
2745,Product_C687,847.33
2746,Product_H216,601.36
2747,Product_T839,329.22
2748,Product_K753,990.11
2749,Product_J422,530.13
2750,Product_E991,560.55
2751,Product_M196,106.10
2752,Product_U754,885.18
2753,Product_A777,987.98
2754,Product_X740,789.84
2755,Product_V266,161.89
2756,Product_W257,173.29
2757,Product_X314,96.22
2758,Product_G527,909.24
2759,Product_P57,164.34
2760,Product_R319,119.32
2761,Product_O432,979.64
2762,Product_Y889,160.03
2763,Product_Y907,769.80
2764,Product_C115,519.70
2765,Product_V933,619.08
2766,Product_J547,340.43
2767,Product_O758,252.04
2768,Product_G704,747.12
2769,Product_F864,578.59
2770,Product_S148,99.33
2771,Product_M277,808.81
2772,Product_V684,902.92
2773,Product_H82,427.27
2774,Product_Y510,376.62
2775,Product_J263,589.28
2776,Product_Y169,714.25
2777,Product_Q405,17.25
2778,Product_M704,435.81
2779,Product_F637,202.35
2780,Product_U567,990.60
2781,Product_F247,396.84
2782,Product_K596,812.53
2783,Product_S656,243.78
2784,Product_A870,821.93
2785,Product_G218,315.42
2786,Product_J969,49.67
2787,Product_E968,287.32
2788,Product_C24,777.95
2789,Product_W454,374.05
2790,Product_L929,57.69
2791,Product_V885,132.68
2792,Product_K756,835.87
2793,Product_U492,393.31
2794,Product_Y132,535.82
2795,Product_D471,390.56
2796,Product_Y755,821.06
2797,Product_L900,567.48
2798,Product_G858,757.79
2799,Product_X537,722.49
2800,Product_B806,502.86
2801,Product_E991,391.44
2802,Product_A803,542.72
2803,Product_E305,240.90
2804,Product_F109,695.31
2805,Product_C181,484.46
2806,Product_I649,399.78
2807,Product_G625,862.01
2808,Product_K721,29.66
2809,Product_L383,802.34
2810,Product_X516,92.43
2811,Product_H241,791.88
2812,Product_D185,133.66
2813,Product_M580,856.86
2814,Product_F781,65.60
2815,Product_A233,223.47
2816,Product_B375,519.44
2817,Product_N279,879.17
2818,Product_S75,526.84
2819,Product_G682,979.90
2820,Product_N139,369.92
2821,Product_J911,141.14
2822,Product_W103,149.66
2823,Product_Q60,896.65
2824,Product_P950,900.66
2825,Product_S348,776.06
2826,Product_Q586,575.16
2827,Product_L137,813.11
2828,Product_Q496,241.99
2829,Product_Z872,937.87
2830,Product_T957,365.09
2831,Product_X872,711.12
2832,Product_A473,753.41
2833,Product_O954,985.36
2834,Product_H759,917.58
2835,Product_Q986,395.80
2836,Product_I67,420.06
2837,Product_J92,95.42
2838,Product_R458,573.58
2839,Product_V151,561.58
2840,Product_L461,618.23
2841,Product_Y645,556.74
2842,Product_G933,910.16
2843,Product_Y240,333.41
2844,Product_R952,414.76
2845,Product_B558,613.15
2846,Product_W618,954.01
2847,Product_T70,491.28
2848,Product_E364,282.32
2849,Product_Q985,533.03
2850,Product_H617,835.93
2851,Product_X529,53.06
2852,Product_Y779,740.27
2853,Product_W972,298.80
2854,Product_W162,24.83
2855,Product_L185,868.52
2856,Product_J484,488.31
2857,Product_J529,228.05
2858,Product_J813,277.16
2859,Product_L551,474.82
2860,Product_L617,827.43
2861,Product_R840,245.32
2862,Product_Y469,915.01
2863,Product_C867,241.22
2864,Product_T41,640.45
2865,Product_G90,701.09
2866,Product_U447,33.94
2867,Product_F703,638.34
2868,Product_N957,111.73
2869,Product_C383,951.94
2870,Product_C399,638.86
2871,Product_G226,264.61
2872,Product_A877,923.20
2873,Product_Q720,83.42
2874,Product_T747,163.86
2875,Product_Q397,660.32
2876,Product_T835,811.36
2877,Product_B53,444.69
2878,Product_L708,489.45
2879,Product_U576,376.99
2880,Product_C214,417.39
2881,Product_W887,61.45
2882,Product_H851,577.97
2883,Product_E28,627.32
2884,Product_J432,20.12
2885,Product_F157,831.13
2886,Product_Z49,425.79
2887,Product_V122,538.55
2888,Product_W735,618.76
2889,Product_O354,251.89
2890,Product_E141,727.93
2891,Product_U993,869.37
2892,Product_K990,320.39
2893,Product_C525,24.51
2894,Product_O745,718.74
2895,Product_T355,648.34
2896,Product_N613,994.00
2897,Product_Z662,763.61
2898,Product_V252,859.37
2899,Product_E520,148.98
2900,Product_N571,801.00
2901,Product_I495,812.24
2902,Product_A968,460.54
2903,Product_I425,104.27
2904,Product_N331,929.22
2905,Product_B975,571.44
2906,Product_F477,376.44
2907,Product_N325,180.92
2908,Product_R939,655.05
2909,Product_R8,143.67
2910,Product_M987,363.16
2911,Product_C590,971.19
2912,Product_S148,645.92
2913,Product_G401,116.74
2914,Product_L538,742.63
2915,Product_V788,147.40
2916,Product_N760,12.74
2917,Product_N204,712.23
2918,Product_K940,440.32
2919,Product_R983,402.11
2920,Product_L847,589.40
2921,Product_S792,709.85
2922,Product_E289,542.76
2923,Product_J824,513.99
2924,Product_C408,484.12
2925,Product_Y414,776.92
2926,Product_D82,988.17
2927,Product_M880,527.46
2928,Product_G925,774.60
2929,Product_G87,239.33
2930,Product_W966,31.15
2931,Product_Y759,801.03
2932,Product_H958,956.83
2933,Product_X483,338.11
2934,Product_G614,429.77
2935,Product_T37,667.45
2936,Product_H84,584.48
2937,Product_E11,533.07
2938,Product_I939,811.07
2939,Product_U834,715.66
2940,Product_C255,33.78
2941,Product_C127,402.65
2942,Product_K238,418.21
2943,Product_A593,82.53
2944,Product_T399,505.78
2945,Product_U496,136.24
2946,Product_B566,150.36
2947,Product_H600,189.47
2948,Product_K414,655.81
2949,Product_P806,783.40
2950,Product_D277,873.49
2951,Product_H873,866.90
2952,Product_G835,357.27
2953,Product_Q274,721.04
2954,Product_Q474,228.26
2955,Product_A764,796.64
2956,Product_W687,574.28
2957,Product_W452,888.02
2958,Product_A935,298.07
2959,Product_V33,590.15
2960,Product_X802,445.49
2961,Product_U732,893.33
2962,Product_C819,138.47
2963,Product_I33,137.79
2964,Product_T286,848.64
2965,Product_J708,32.13
2966,Product_S488,876.13
2967,Product_O213,921.96
2968,Product_G354,202.93
2969,Product_T700,661.05
2970,Product_K110,843.39
2971,Product_Z20,474.30
2972,Product_A992,194.00
2973,Product_X915,741.78
2974,Product_I717,41.63
2975,Product_G224,64.85
2976,Product_O127,743.61
2977,Product_X436,229.53
2978,Product_R54,804.62
2979,Product_G721,428.29
2980,Product_L240,423.58
2981,Product_K309,690.30
2982,Product_R513,689.94
2983,Product_F279,180.14
2984,Product_G859,941.26
2985,Product_Y553,548.58
2986,Product_Z679,604.62
2987,Product_H340,933.19
2988,Product_Z938,711.17
2989,Product_M78,494.43
2990,Product_I785,928.27
2991,Product_R494,601.84
2992,Product_S724,394.81
2993,Product_O902,166.47
2994,Product_N182,224.61
2995,Product_D704,189.80
2996,Product_D650,968.55
2997,Product_H522,144.85
2998,Product_A479,489.82
2999,Product_D657,103.71
3000,Product_Z581,866.45
3001,Product_P521,765.69
3002,Product_U286,363.66
3003,Product_Y546,893.09
3004,Product_Q29,972.90
3005,Product_J716,405.98
3006,Product_X257,546.60
3007,Product_O140,794.42
3008,Product_C874,747.09
3009,Product_N412,95.58
3010,Product_O275,374.05
3011,Product_R318,524.45
3012,Product_D558,689.06
3013,Product_Y393,770.16
3014,Product_K690,385.96
3015,Product_W2,275.75
3016,Product_K32,864.31
3017,Product_S388,516.81
3018,Product_A169,237.74
3019,Product_X464,844.57
3020,Product_U377,301.89
3021,Product_X861,401.15
3022,Product_M295,355.86
3023,Product_M128,278.91
3024,Product_Q746,347.78
3025,Product_N876,982.65
3026,Product_B181,149.12
3027,Product_W804,451.97
3028,Product_O51,453.52
3029,Product_S251,581.99
3030,Product_F259,683.83
3031,Product_B258,593.91
3032,Product_J292,867.06
3033,Product_W602,672.13
3034,Product_A593,178.99
3035,Product_S93,601.99
3036,Product_A487,210.53
3037,Product_X401,252.12
3038,Product_C186,624.67
3039,Product_R644,567.06
3040,Product_K195,927.03
3041,Product_N640,909.98
3042,Product_Y868,514.68
3043,Product_E752,31.49
3044,Product_T209,186.19
3045,Product_S113,968.96
3046,Product_B944,411.80
3047,Product_F602,741.52
3048,Product_H689,515.57
3049,Product_D475,918.45
3050,Product_C295,791.45
3051,Product_C641,74.05
3052,Product_M245,422.54
3053,Product_R648,998.72
3054,Product_C586,567.38
3055,Product_D263,185.94
3056,Product_L956,758.86
3057,Product_P951,765.95
3058,Product_J216,990.04
3059,Product_O484,760.80
3060,Product_X496,457.53
3061,Product_L354,811.57
3062,Product_E554,56.15
3063,Product_Q832,896.25
3064,Product_D616,69.09
3065,Product_B112,127.51
3066,Product_P322,435.47
3067,Product_G988,281.83
3068,Product_V237,92.07
3069,Product_Q762,676.20
3070,Product_U487,707.90
3071,Product_V673,955.39
3072,Product_T455,149.61
3073,Product_U641,282.11
3074,Product_P945,342.08
3075,Product_K23,283.16
3076,Product_F584,362.07
3077,Product_C942,748.62
3078,Product_W722,583.73
3079,Product_B438,706.31
3080,Product_E791,572.57
3081,Product_K896,931.84
3082,Product_W770,499.68
3083,Product_C839,664.33
3084,Product_W262,260.39
3085,Product_D848,190.41
3086,Product_U985,540.99
3087,Product_Y730,652.90
3088,Product_E987,244.00
3089,Product_U775,257.82
3090,Product_N824,496.03
3091,Product_W648,211.57
3092,Product_R921,593.81
3093,Product_B637,761.20
3094,Product_K719,731.94
3095,Product_R514,494.08
3096,Product_G496,311.36
3097,Product_S890,688.12
3098,Product_N911,30.42
3099,Product_X952,591.51
3100,Product_I768,619.95
3101,Product_Z496,530.55
3102,Product_B368,401.10
3103,Product_C242,776.01
3104,Product_W1,98.58
3105,Product_T391,82.32
3106,Product_M67,793.57
3107,Product_H49,340.56
3108,Product_W380,829.10
3109,Product_T751,974.17
3110,Product_S353,486.34
3111,Product_B302,727.28
3112,Product_G954,423.49
3113,Product_I152,508.05
3114,Product_X881,508.67
3115,Product_W233,134.79
3116,Product_A547,486.08
3117,Product_Z764,229.41
3118,Product_V709,608.67
3119,Product_I962,692.28
3120,Product_Z343,932.78
3121,Product_X90,454.31
3122,Product_N836,418.61
3123,Product_D49,35.49
3124,Product_N352,327.00
3125,Product_L412,725.15
3126,Product_U128,845.72
3127,Product_P689,747.62
3128,Product_Z853,859.40
3129,Product_O249,676.64
3130,Product_D688,974.52
3131,Product_W80,95.17
3132,Product_W47,16.06
3133,Product_J891,991.04
3134,Product_B126,863.97
3135,Product_D784,946.63
3136,Product_O774,727.39
3137,Product_O249,409.11
3138,Product_W698,80.42
3139,Product_A473,859.32
3140,Product_I164,757.20
3141,Product_K908,850.97
3142,Product_X148,864.66
3143,Product_G515,716.99
3144,Product_D497,549.24
3145,Product_L157,278.14
3146,Product_Q893,329.11
3147,Product_X303,298.66
3148,Product_C836,685.81
3149,Product_I397,696.02
3150,Product_B909,878.41
3151,Product_K622,876.33
3152,Product_H95,950.60
3153,Product_M75,533.20
3154,Product_A653,974.34
3155,Product_A567,536.93
3156,Product_E410,365.35
3157,Product_B776,281.64
3158,Product_P509,883.58
3159,Product_X492,841.10
3160,Product_G502,787.58
3161,Product_T901,39.31
3162,Product_B270,874.06
3163,Product_E293,119.40
3164,Product_B90,73.96
3165,Product_Z978,514.19
3166,Product_B601,263.33
3167,Product_F130,433.34
3168,Product_M777,661.45
3169,Product_G55,486.35
3170,Product_Q773,30.00
3171,Product_V581,36.85
3172,Product_W889,265.99
3173,Product_Q614,801.86
3174,Product_O675,66.36
3175,Product_F204,840.66
3176,Product_S420,945.72
3177,Product_R623,470.31
3178,Product_E725,218.40
3179,Product_E466,240.17
3180,Product_F938,753.53
3181,Product_W74,384.85
3182,Product_Q298,646.38
3183,Product_F350,274.26
3184,Product_A916,760.88
3185,Product_F375,731.23
3186,Product_Q50,256.97
3187,Product_K9,10.59
3188,Product_J649,92.88
3189,Product_B352,179.96
3190,Product_U751,125.34
3191,Product_D92,660.02
3192,Product_A315,371.39
3193,Product_V53,253.07
3194,Product_Y481,263.06
3195,Product_F262,700.43
3196,Product_Y419,621.02
3197,Product_W53,684.47
3198,Product_X504,115.28
3199,Product_B961,117.74
3200,Product_V336,570.24
3201,Product_J411,550.45
3202,Product_P212,548.01
3203,Product_Z405,449.44
3204,Product_W810,826.96
3205,Product_X237,394.39
3206,Product_Z624,383.95
3207,Product_L162,433.35
3208,Product_D212,536.01
3209,Product_P749,817.10
3210,Product_S410,592.76
3211,Product_R761,181.83
3212,Product_G4,303.10
3213,Product_M492,181.97
3214,Product_V307,779.15
3215,Product_Z451,319.37
3216,Product_R773,597.26
3217,Product_J801,271.25
3218,Product_H396,579.68
3219,Product_D392,588.71
