s_supplier_id:integer,s_name:string,s_rating:integer,s_region_id:integer
16174,Supplier_M395,2,1
16175,Supplier_H660,7,10
16176,Supplier_B427,2,8
16177,Supplier_U141,8,10
16178,Supplier_U352,3,2
16179,Supplier_E575,4,11
16180,Supplier_G875,15,12
16181,Supplier_L790,11,13
16182,Supplier_U569,8,10
16183,Supplier_D398,11,11
16184,Supplier_T455,9,6
16185,Supplier_W909,14,7
16186,Supplier_N509,8,6
16187,Supplier_A749,6,6
16188,Supplier_P220,14,11
16189,Supplier_Q335,4,4
16190,Supplier_R415,3,4
16191,Supplier_X544,6,2
16192,Supplier_P637,3,8
16193,Supplier_J191,14,7
16194,Supplier_Z837,10,6
16195,Supplier_O924,12,4
16196,Supplier_B175,10,1
16197,Supplier_Q523,1,12
16198,Supplier_D897,10,5
16199,Supplier_G7,3,12
16200,Supplier_E400,5,3
16201,Supplier_X398,8,9
16202,Supplier_K922,12,8
16203,Supplier_U147,8,15
16204,Supplier_H930,2,5
16205,Supplier_L54,6,2
16206,Supplier_P755,9,13
16207,Supplier_F430,15,7
16208,Supplier_Q235,8,3
16209,Supplier_Q415,11,14
16210,Supplier_L18,2,8
16211,Supplier_F596,14,10
16212,Supplier_L392,8,2
16213,Supplier_G253,4,2
16214,Supplier_Z185,1,15
16215,Supplier_E185,1,3
16216,Supplier_F460,3,8
16217,Supplier_F574,1,5
16218,Supplier_S431,4,11
16219,Supplier_A867,2,7
16220,Supplier_R45,4,15
16221,Supplier_O884,4,15
16222,Supplier_F640,8,2
16223,Supplier_G861,9,14
16224,Supplier_T678,7,3
16225,Supplier_R357,3,6
16226,Supplier_X839,7,2
16227,Supplier_X477,14,4
16228,Supplier_N884,7,2
16229,Supplier_P310,11,6
16230,Supplier_O218,5,5
16231,Supplier_U310,5,15
16232,Supplier_K349,11,11
16233,Supplier_T587,5,10
16234,Supplier_V860,12,1
16235,Supplier_V965,4,11
16236,Supplier_J723,14,13
16237,Supplier_E808,10,15
16238,Supplier_U124,11,12
16239,Supplier_C247,5,8
16240,Supplier_R876,14,9
16241,Supplier_N666,5,8
16242,Supplier_A500,2,5
16243,Supplier_D688,1,4
16244,Supplier_A221,15,13
16245,Supplier_M37,3,7
16246,Supplier_V306,3,8
16247,Supplier_B413,4,15
16248,Supplier_O689,3,11
16249,Supplier_E622,10,7
16250,Supplier_J794,11,4
16251,Supplier_Z210,7,11
16252,Supplier_T766,11,11
16253,Supplier_B794,12,15
16254,Supplier_U216,2,3
16255,Supplier_G227,10,6
16256,Supplier_C839,14,15
16257,Supplier_D380,11,14
16258,Supplier_U138,11,2
16259,Supplier_A270,7,4
16260,Supplier_U10,2,7
16261,Supplier_E274,5,13
16262,Supplier_X402,15,5
16263,Supplier_Z710,4,4
16264,Supplier_R706,8,4
16265,Supplier_Q584,2,5
16266,Supplier_T7,7,3
16267,Supplier_V224,4,9
16268,Supplier_X84,9,5
16269,Supplier_I674,6,6
16270,Supplier_E629,4,10
16271,Supplier_P601,7,2
16272,Supplier_N166,3,3
16273,Supplier_G77,15,7
16274,Supplier_R471,8,14
16275,Supplier_S541,3,2
16276,Supplier_K474,8,13
16277,Supplier_P357,3,7
16278,Supplier_Y771,12,1
16279,Supplier_D337,14,4
16280,Supplier_C751,12,15
16281,Supplier_E456,5,13
16282,Supplier_C333,10,1
16283,Supplier_K121,7,9
16284,Supplier_H439,3,6
16285,Supplier_A656,9,2
16286,Supplier_R425,12,9
16287,Supplier_N930,8,11
16288,Supplier_A385,10,9
16289,Supplier_D572,11,5
16290,Supplier_O69,10,2
16291,Supplier_C727,10,13
16292,Supplier_D111,13,4
16293,Supplier_K775,3,9
16294,Supplier_P276,2,12
16295,Supplier_S350,10,1
16296,Supplier_E168,4,13
16297,Supplier_J405,10,2
16298,Supplier_D211,9,15
16299,Supplier_R356,9,6
16300,Supplier_I606,13,4
16301,Supplier_L437,14,15
16302,Supplier_M246,5,1
16303,Supplier_L876,2,2
16304,Supplier_T920,13,3
16305,Supplier_C593,11,1
16306,Supplier_H355,6,10
16307,Supplier_W139,10,5
16308,Supplier_G384,4,11
16309,Supplier_Q46,8,15
16310,Supplier_L877,2,9
16311,Supplier_F582,4,1
16312,Supplier_Z885,14,3
16313,Supplier_X617,12,15
16314,Supplier_Z673,11,5
16315,Supplier_D241,3,15
16316,Supplier_U882,2,3
16317,Supplier_K183,9,15
16318,Supplier_S75,9,10
16319,Supplier_Z40,5,2
16320,Supplier_Q491,7,7
16321,Supplier_C364,14,8
16322,Supplier_K401,14,1
16323,Supplier_M513,9,15
16324,Supplier_O614,11,4
16325,Supplier_L500,10,4
16326,Supplier_T446,9,2
16327,Supplier_X575,6,2
16328,Supplier_E566,9,8
16329,Supplier_P275,9,7
16330,Supplier_M479,6,9
16331,Supplier_O976,12,1
16332,Supplier_H609,4,7
16333,Supplier_Q768,1,15
16334,Supplier_L752,5,12
16335,Supplier_N127,14,6
16336,Supplier_T370,3,8
16337,Supplier_O341,2,12
16338,Supplier_T519,1,10
16339,Supplier_Y537,12,12
16340,Supplier_R495,4,12
16341,Supplier_K679,6,5
16342,Supplier_G735,14,12
16343,Supplier_A211,6,6
16344,Supplier_S620,14,15
16345,Supplier_C868,14,7
16346,Supplier_B221,8,3
16347,Supplier_D225,6,3
16348,Supplier_M676,4,10
16349,Supplier_Y334,2,4
16350,Supplier_P397,12,14
16351,Supplier_P192,11,13
16352,Supplier_V846,9,8
16353,Supplier_G732,2,14
16354,Supplier_I821,2,4
16355,Supplier_Z899,10,7
16356,Supplier_M108,3,3
16357,Supplier_L241,5,1
16358,Supplier_W16,8,13
16359,Supplier_X409,12,8
16360,Supplier_V525,4,14
16361,Supplier_R994,2,15
16362,Supplier_D635,14,10
16363,Supplier_X548,1,15
16364,Supplier_R220,13,4
16365,Supplier_H299,5,12
16366,Supplier_P619,13,10
16367,Supplier_X803,10,7
16368,Supplier_M357,12,13
16369,Supplier_Z705,7,4
16370,Supplier_U635,12,9
16371,Supplier_M344,14,8
16372,Supplier_A22,10,8
16373,Supplier_Q649,13,7
16374,Supplier_K873,1,10
16375,Supplier_R97,12,14
16376,Supplier_A19,10,13
16377,Supplier_T550,14,15
16378,Supplier_F177,13,3
16379,Supplier_Y226,13,10
16380,Supplier_Q479,9,8
16381,Supplier_R798,4,13
16382,Supplier_J352,7,15
16383,Supplier_N648,1,7
16384,Supplier_M193,5,4
16385,Supplier_U677,11,8
16386,Supplier_B946,5,3
16387,Supplier_M246,7,4
16388,Supplier_F12,12,14
16389,Supplier_D727,13,14
16390,Supplier_B371,11,4
16391,Supplier_W627,1,2
16392,Supplier_I948,4,5
16393,Supplier_M361,7,7
16394,Supplier_O216,11,14
16395,Supplier_L977,10,2
16396,Supplier_N791,6,3
16397,Supplier_J455,6,12
16398,Supplier_G430,7,8
16399,Supplier_Y927,12,6
16400,Supplier_S689,9,8
16401,Supplier_W806,4,15
16402,Supplier_L280,8,1
16403,Supplier_M143,7,8
16404,Supplier_A750,15,2
16405,Supplier_O643,2,9
16406,Supplier_D428,10,4
16407,Supplier_H215,4,3
16408,Supplier_C634,12,5
16409,Supplier_H482,11,5
16410,Supplier_G783,1,3
16411,Supplier_B315,9,14
16412,Supplier_M915,15,4
16413,Supplier_K414,13,4
16414,Supplier_Y171,12,10
16415,Supplier_D136,4,7
16416,Supplier_N749,7,12
16417,Supplier_A350,8,12
16418,Supplier_H623,15,15
16419,Supplier_L130,1,9
16420,Supplier_E52,1,15
16421,Supplier_H989,5,2
16422,Supplier_Z294,15,5
16423,Supplier_P237,9,13
16424,Supplier_Z788,9,15
16425,Supplier_B64,12,2
16426,Supplier_I829,9,8
16427,Supplier_L975,13,7
16428,Supplier_G147,15,8
16429,Supplier_O524,14,13
16430,Supplier_X665,15,10
16431,Supplier_E875,8,7
16432,Supplier_O333,15,10
16433,Supplier_M980,3,9
16434,Supplier_F534,14,12
16435,Supplier_J271,13,6
16436,Supplier_V334,5,15
16437,Supplier_H478,5,14
16438,Supplier_A560,7,11
16439,Supplier_P550,1,13
16440,Supplier_H810,12,3
16441,Supplier_F373,11,6
16442,Supplier_P916,6,8
16443,Supplier_T557,14,8
16444,Supplier_L879,13,9
16445,Supplier_A599,4,6
16446,Supplier_Y775,11,15
16447,Supplier_I921,10,14
16448,Supplier_M41,5,1
16449,Supplier_J72,3,6
16450,Supplier_D829,12,12
16451,Supplier_Q118,13,10
16452,Supplier_A36,12,6
16453,Supplier_B900,7,4
16454,Supplier_Z458,6,12
16455,Supplier_W552,2,3
16456,Supplier_H181,14,6
16457,Supplier_W992,9,1
16458,Supplier_H995,11,5
16459,Supplier_M133,13,8
16460,Supplier_J832,10,14
16461,Supplier_T433,11,13
16462,Supplier_C61,8,9
16463,Supplier_O448,7,7
16464,Supplier_G129,8,2
16465,Supplier_O146,15,11
16466,Supplier_G228,2,2
16467,Supplier_T295,6,4
16468,Supplier_T606,9,4
16469,Supplier_V409,5,13
16470,Supplier_F292,11,15
16471,Supplier_C37,10,1
16472,Supplier_M931,4,1
16473,Supplier_Q554,11,6
16474,Supplier_B458,8,7
16475,Supplier_N599,15,8
16476,Supplier_V140,15,3
16477,Supplier_M825,1,10
16478,Supplier_S259,7,11
16479,Supplier_B282,1,11
16480,Supplier_K918,15,4
16481,Supplier_H922,15,8
16482,Supplier_R267,14,5
16483,Supplier_I546,13,6
16484,Supplier_Q45,15,12
16485,Supplier_A540,14,6
16486,Supplier_S726,9,15
16487,Supplier_C724,1,6
16488,Supplier_U861,8,3
16489,Supplier_N121,11,12
16490,Supplier_I506,3,1
16491,Supplier_Q812,2,3
16492,Supplier_X765,3,9
16493,Supplier_S878,4,2
16494,Supplier_X618,11,6
16495,Supplier_D646,10,8
16496,Supplier_Q630,3,10
16497,Supplier_L993,4,13
16498,Supplier_I306,7,13
16499,Supplier_W88,11,7
16500,Supplier_D767,2,13
16501,Supplier_Z21,12,3
16502,Supplier_X873,15,12
16503,Supplier_H285,10,12
16504,Supplier_Q428,4,7
16505,Supplier_S502,11,3
16506,Supplier_Z425,1,10
16507,Supplier_L930,7,2
16508,Supplier_X345,2,14
16509,Supplier_B98,13,13
16510,Supplier_F608,11,12
16511,Supplier_P940,1,13
16512,Supplier_W91,7,3
16513,Supplier_F405,10,2
16514,Supplier_W730,12,2
16515,Supplier_F591,9,1
16516,Supplier_Y30,7,1
16517,Supplier_X28,10,9
16518,Supplier_Z515,5,11
16519,Supplier_P408,9,4
16520,Supplier_C303,14,6
16521,Supplier_J938,10,9
16522,Supplier_U25,12,9
16523,Supplier_F859,15,7
16524,Supplier_F490,9,2
16525,Supplier_U509,14,13
16526,Supplier_B86,3,12
16527,Supplier_O204,7,11
16528,Supplier_H516,5,10
16529,Supplier_E752,9,14
16530,Supplier_Q721,10,13
16531,Supplier_L305,4,4
16532,Supplier_D801,15,14
16533,Supplier_K353,14,11
16534,Supplier_C670,12,4
16535,Supplier_H645,2,10
16536,Supplier_Q974,9,11
16537,Supplier_D516,11,8
16538,Supplier_Y88,2,12
16539,Supplier_Y821,2,4
16540,Supplier_N215,3,9
16541,Supplier_W981,7,14
16542,Supplier_M533,11,13
16543,Supplier_R182,7,15
16544,Supplier_X849,14,9
16545,Supplier_Y633,10,6
16546,Supplier_P641,2,10
16547,Supplier_J508,6,14
16548,Supplier_M824,8,9
16549,Supplier_F948,15,6
16550,Supplier_T633,7,6
16551,Supplier_M652,7,14
16552,Supplier_C129,7,9
16553,Supplier_Q515,8,14
16554,Supplier_Y336,5,6
16555,Supplier_K34,6,15
16556,Supplier_W184,6,9
16557,Supplier_W883,5,7
16558,Supplier_X684,14,7
16559,Supplier_S611,11,15
16560,Supplier_T730,7,7
16561,Supplier_K272,4,7
16562,Supplier_F33,14,6
16563,Supplier_S162,14,12
16564,Supplier_Z963,5,15
16565,Supplier_T566,4,8
16566,Supplier_Z123,11,1
16567,Supplier_J102,8,12
16568,Supplier_J840,5,15
16569,Supplier_C649,7,11
16570,Supplier_K760,11,15
16571,Supplier_C697,9,4
16572,Supplier_C197,14,4
16573,Supplier_K472,4,11
16574,Supplier_G539,10,7
16575,Supplier_M345,10,14
16576,Supplier_G599,9,6
16577,Supplier_H749,9,12
16578,Supplier_L713,3,11
16579,Supplier_R242,10,8
16580,Supplier_L386,10,15
16581,Supplier_L477,13,9
16582,Supplier_F990,1,2
16583,Supplier_Z913,13,15
16584,Supplier_C11,12,5
16585,Supplier_O989,12,14
16586,Supplier_S352,7,10
16587,Supplier_Q842,13,8
16588,Supplier_B198,14,8
16589,Supplier_R66,3,4
16590,Supplier_G634,14,6
16591,Supplier_U938,6,13
16592,Supplier_I192,8,10
16593,Supplier_M496,12,4
16594,Supplier_O65,9,9
16595,Supplier_H861,2,14
16596,Supplier_A141,14,9
16597,Supplier_M883,6,8
16598,Supplier_J697,3,9
16599,Supplier_M935,15,3
16600,Supplier_K146,2,6
16601,Supplier_B680,7,9
16602,Supplier_C560,3,13
16603,Supplier_K557,15,13
16604,Supplier_U124,13,6
16605,Supplier_I379,7,3
16606,Supplier_E465,15,4
16607,Supplier_M181,8,10
16608,Supplier_G174,9,11
16609,Supplier_G353,10,11
16610,Supplier_I545,14,12
16611,Supplier_G721,12,4
16612,Supplier_D109,14,4
16613,Supplier_W511,4,13
16614,Supplier_W797,9,11
16615,Supplier_Z943,9,15
16616,Supplier_E918,13,11
16617,Supplier_G688,9,13
16618,Supplier_Z304,6,8
16619,Supplier_C307,11,1
16620,Supplier_J661,15,8
16621,Supplier_P698,2,10
16622,Supplier_Q528,2,10
16623,Supplier_Q265,11,10
16624,Supplier_D399,12,11
16625,Supplier_L888,11,11
16626,Supplier_E857,8,4
16627,Supplier_N63,9,4
16628,Supplier_P457,7,9
16629,Supplier_G904,10,3
16630,Supplier_L536,10,3
16631,Supplier_R257,2,2
16632,Supplier_V462,12,15
16633,Supplier_E638,13,9
16634,Supplier_O553,6,15
16635,Supplier_A866,8,12
16636,Supplier_O755,8,11
16637,Supplier_M799,6,12
16638,Supplier_Q736,5,5
16639,Supplier_R40,15,1
16640,Supplier_Y77,13,3
16641,Supplier_I334,13,15
16642,Supplier_N226,2,4
16643,Supplier_B112,8,1
16644,Supplier_M64,14,2
16645,Supplier_B88,13,2
16646,Supplier_L916,5,12
16647,Supplier_Q157,10,2
16648,Supplier_J769,2,6
16649,Supplier_B851,9,7
16650,Supplier_J809,14,5
16651,Supplier_K692,8,2
16652,Supplier_V541,10,2
16653,Supplier_R362,7,8
16654,Supplier_E871,11,9
16655,Supplier_N458,12,5
16656,Supplier_K967,3,7
16657,Supplier_E618,12,14
16658,Supplier_Y858,4,1
16659,Supplier_K674,9,15
16660,Supplier_H156,9,10
16661,Supplier_P439,9,5
16662,Supplier_F359,14,13
16663,Supplier_X731,14,14
16664,Supplier_M457,14,3
16665,Supplier_W238,3,8
16666,Supplier_R162,2,9
16667,Supplier_R215,12,14
16668,Supplier_S435,1,3
16669,Supplier_C595,15,9
16670,Supplier_K775,15,7
16671,Supplier_Q301,11,10
16672,Supplier_X197,4,13
16673,Supplier_D587,7,15
16674,Supplier_W635,15,4
16675,Supplier_L471,9,10
16676,Supplier_J604,9,1
16677,Supplier_H819,6,4
16678,Supplier_Z59,9,15
16679,Supplier_V763,5,12
16680,Supplier_J37,11,8
16681,Supplier_Y518,14,13
16682,Supplier_L355,12,8
16683,Supplier_W37,13,7
16684,Supplier_W485,1,6
16685,Supplier_Z178,1,8
16686,Supplier_W87,4,1
16687,Supplier_F346,7,4
16688,Supplier_E47,9,1
16689,Supplier_G219,6,11
16690,Supplier_V692,10,9
16691,Supplier_J262,9,6
16692,Supplier_Q328,3,2
16693,Supplier_A277,11,5
16694,Supplier_W415,2,6
16695,Supplier_D54,1,13
16696,Supplier_G805,4,7
16697,Supplier_K997,11,3
16698,Supplier_I11,5,11
16699,Supplier_V157,12,13
16700,Supplier_Z691,5,5
16701,Supplier_N120,3,3
16702,Supplier_N495,6,12
16703,Supplier_F786,12,2
16704,Supplier_O645,1,2
16705,Supplier_K553,8,3
16706,Supplier_A45,14,2
16707,Supplier_P999,12,4
16708,Supplier_P72,1,6
16709,Supplier_H710,7,2
16710,Supplier_Y851,3,2
16711,Supplier_M890,9,2
16712,Supplier_P346,3,7
16713,Supplier_J546,14,3
16714,Supplier_S68,10,14
16715,Supplier_N231,14,4
16716,Supplier_R477,15,2
16717,Supplier_E819,12,10
16718,Supplier_D711,2,4
16719,Supplier_X747,12,5
16720,Supplier_R815,9,2
16721,Supplier_C837,8,3
16722,Supplier_I294,2,3
16723,Supplier_S186,9,11
16724,Supplier_M741,5,1
16725,Supplier_I29,1,13
16726,Supplier_S135,1,6
16727,Supplier_O433,1,4
16728,Supplier_F538,10,10
16729,Supplier_J966,10,14
16730,Supplier_S934,3,13
16731,Supplier_N684,15,1
16732,Supplier_J187,13,4
16733,Supplier_Q45,10,5
16734,Supplier_R247,4,5
16735,Supplier_C599,6,8
16736,Supplier_A710,4,2
16737,Supplier_L232,4,9
16738,Supplier_R71,9,4
16739,Supplier_K687,9,10
16740,Supplier_T293,11,6
16741,Supplier_M945,5,1
16742,Supplier_C19,1,5
16743,Supplier_W714,6,10
16744,Supplier_T478,6,1
16745,Supplier_Q87,10,4
16746,Supplier_P799,12,4
16747,Supplier_Y434,8,6
16748,Supplier_Z86,12,13
16749,Supplier_W933,9,2
16750,Supplier_O455,10,1
16751,Supplier_O997,9,7
16752,Supplier_S480,9,10
16753,Supplier_D536,3,15
16754,Supplier_A921,1,2
16755,Supplier_G375,7,2
16756,Supplier_U202,13,8
16757,Supplier_E780,14,11
16758,Supplier_E383,13,14
16759,Supplier_B605,7,6
16760,Supplier_R535,3,15
16761,Supplier_B606,7,10
16762,Supplier_A216,9,15
16763,Supplier_N242,8,8
16764,Supplier_X677,14,7
16765,Supplier_M435,1,5
16766,Supplier_G184,14,6
16767,Supplier_I901,3,11
16768,Supplier_G919,6,15
16769,Supplier_X14,4,1
16770,Supplier_O626,3,11
16771,Supplier_F872,10,8
16772,Supplier_R930,12,7
16773,Supplier_S957,4,13
16774,Supplier_O348,6,5
16775,Supplier_B882,4,8
16776,Supplier_C924,9,11
16777,Supplier_E716,14,11
16778,Supplier_I938,11,11
16779,Supplier_Q557,8,2
16780,Supplier_X823,8,1
16781,Supplier_M383,8,5
16782,Supplier_E48,5,2
16783,Supplier_L615,9,3
16784,Supplier_Q530,3,9
16785,Supplier_K243,12,2
16786,Supplier_C804,5,10
16787,Supplier_Q156,2,5
16788,Supplier_W511,14,5
16789,Supplier_K340,14,11
16790,Supplier_S704,5,10
16791,Supplier_D73,12,13
16792,Supplier_Z941,15,13
16793,Supplier_L816,4,3
16794,Supplier_Z611,6,11
16795,Supplier_J330,11,7
16796,Supplier_J598,8,15
16797,Supplier_R225,2,10
16798,Supplier_V505,11,3
16799,Supplier_U923,1,13
16800,Supplier_X529,6,7
16801,Supplier_U814,2,10
16802,Supplier_T517,9,5
16803,Supplier_I234,7,7
16804,Supplier_Z792,1,6
16805,Supplier_N610,8,7
16806,Supplier_B685,9,8
16807,Supplier_H642,3,6
16808,Supplier_Z826,15,10
16809,Supplier_R561,14,14
16810,Supplier_M205,10,15
16811,Supplier_Q392,5,4
16812,Supplier_K633,5,6
16813,Supplier_I210,8,4
16814,Supplier_D298,6,3
16815,Supplier_S250,7,7
16816,Supplier_O740,15,10
16817,Supplier_C359,9,7
16818,Supplier_V695,10,5
16819,Supplier_H626,14,14
16820,Supplier_E301,4,5
16821,Supplier_H957,6,2
16822,Supplier_J682,7,12
16823,Supplier_X774,10,13
16824,Supplier_W707,7,1
16825,Supplier_B753,10,1
16826,Supplier_K527,10,8
16827,Supplier_E801,14,15
16828,Supplier_W384,11,12
16829,Supplier_D648,12,14
16830,Supplier_X707,14,5
16831,Supplier_T266,1,12
16832,Supplier_R179,4,10
16833,Supplier_N782,2,11
16834,Supplier_F457,14,3
16835,Supplier_X108,5,3
16836,Supplier_M319,5,2
16837,Supplier_K863,14,7
16838,Supplier_S839,7,3
16839,Supplier_B619,4,8
16840,Supplier_R344,4,15
16841,Supplier_Z319,8,3
16842,Supplier_L713,10,2
16843,Supplier_Z685,14,9
16844,Supplier_A660,4,2
16845,Supplier_X221,12,7
16846,Supplier_A228,5,7
16847,Supplier_E637,14,8
16848,Supplier_U718,8,6
16849,Supplier_E699,7,15
16850,Supplier_I819,7,9
16851,Supplier_J128,1,3
16852,Supplier_R156,13,10
16853,Supplier_Z94,2,3
16854,Supplier_D836,2,15
16855,Supplier_C259,6,1
16856,Supplier_B545,15,14
16857,Supplier_I620,3,13
16858,Supplier_K683,10,14
16859,Supplier_G410,1,14
16860,Supplier_U59,14,5
16861,Supplier_J711,7,7
16862,Supplier_H237,11,4
16863,Supplier_K801,11,5
16864,Supplier_U198,9,6
16865,Supplier_Y198,10,6
16866,Supplier_K549,3,5
16867,Supplier_R966,2,5
16868,Supplier_W701,10,9
16869,Supplier_H364,5,1
16870,Supplier_C177,4,15
16871,Supplier_B237,14,2
16872,Supplier_Q143,13,11
16873,Supplier_B550,13,8
16874,Supplier_U157,12,12
16875,Supplier_E257,12,7
16876,Supplier_F383,5,1
16877,Supplier_I304,4,11
16878,Supplier_T142,14,5
16879,Supplier_F488,4,12
16880,Supplier_V913,13,5
16881,Supplier_T159,9,15
16882,Supplier_U232,7,6
16883,Supplier_X383,7,11
16884,Supplier_G43,9,9
16885,Supplier_Z560,10,12
16886,Supplier_F279,14,6
16887,Supplier_H176,8,1
16888,Supplier_V881,5,13
16889,Supplier_F430,10,8
16890,Supplier_P120,9,3
16891,Supplier_H171,4,12
16892,Supplier_C190,10,7
16893,Supplier_E975,15,9
16894,Supplier_S391,8,6
16895,Supplier_M321,12,2
16896,Supplier_V201,13,3
16897,Supplier_O135,14,2
16898,Supplier_P706,10,6
16899,Supplier_G897,10,10
16900,Supplier_D21,6,7
16901,Supplier_W466,6,7
16902,Supplier_K988,11,6
16903,Supplier_B903,11,6
16904,Supplier_Z158,9,4
16905,Supplier_I285,4,11
16906,Supplier_Y826,9,10
16907,Supplier_C846,12,3
16908,Supplier_Q682,13,11
16909,Supplier_A316,3,9
16910,Supplier_Z225,15,1
16911,Supplier_Y212,8,14
16912,Supplier_H509,12,7
16913,Supplier_S197,9,3
16914,Supplier_A661,2,3
16915,Supplier_T262,12,13
16916,Supplier_S731,6,1
16917,Supplier_E282,12,5
16918,Supplier_H906,14,8
16919,Supplier_N583,1,9
16920,Supplier_L800,2,13
16921,Supplier_N794,4,8
16922,Supplier_R37,15,11
16923,Supplier_G604,10,9
16924,Supplier_G842,8,5
16925,Supplier_B920,4,8
16926,Supplier_L675,15,8
16927,Supplier_N498,11,11
16928,Supplier_Y45,3,9
16929,Supplier_F640,7,9
16930,Supplier_U191,4,9
16931,Supplier_I324,14,7
16932,Supplier_E605,9,3
16933,Supplier_S704,8,12
16934,Supplier_K672,11,9
16935,Supplier_C25,11,9
16936,Supplier_G382,13,8
16937,Supplier_H861,6,12
16938,Supplier_W848,15,6
16939,Supplier_Y116,12,12
16940,Supplier_I382,13,12
16941,Supplier_H505,1,11
16942,Supplier_F436,5,9
16943,Supplier_I393,7,8
16944,Supplier_Z729,3,5
16945,Supplier_E306,9,2
16946,Supplier_H218,6,5
16947,Supplier_Q565,10,14
16948,Supplier_T35,7,13
16949,Supplier_L85,10,12
16950,Supplier_K109,10,11
16951,Supplier_Z885,1,1
16952,Supplier_U360,12,12
16953,Supplier_V685,15,9
16954,Supplier_Z155,6,8
16955,Supplier_P694,1,15
16956,Supplier_D470,13,6
16957,Supplier_Z536,9,9
16958,Supplier_O342,2,15
16959,Supplier_W418,13,13
16960,Supplier_J73,10,3
16961,Supplier_G162,3,15
16962,Supplier_U925,14,5
16963,Supplier_I192,8,10
16964,Supplier_G629,6,10
16965,Supplier_G927,1,9
16966,Supplier_G395,11,8
16967,Supplier_S548,7,9
16968,Supplier_W279,3,12
16969,Supplier_X453,7,4
16970,Supplier_G846,4,11
16971,Supplier_F194,10,10
16972,Supplier_S202,14,1
16973,Supplier_K582,12,15
16974,Supplier_E464,2,4
16975,Supplier_C566,10,7
16976,Supplier_X141,5,15
16977,Supplier_I96,9,14
16978,Supplier_Q944,10,2
16979,Supplier_F150,2,10
16980,Supplier_V363,11,6
16981,Supplier_G520,1,13
16982,Supplier_S26,13,13
16983,Supplier_I509,3,8
16984,Supplier_Z481,6,12
16985,Supplier_S930,15,3
16986,Supplier_F609,14,5
16987,Supplier_Z480,3,8
16988,Supplier_J339,13,10
16989,Supplier_L994,10,6
16990,Supplier_T707,4,15
16991,Supplier_N660,2,5
16992,Supplier_L774,2,14
16993,Supplier_X325,10,2
16994,Supplier_E379,3,6
16995,Supplier_N37,7,9
16996,Supplier_S366,5,9
16997,Supplier_N719,10,2
16998,Supplier_B752,1,2
16999,Supplier_M23,15,10
17000,Supplier_R679,9,12
17001,Supplier_H389,10,2
17002,Supplier_L836,6,15
17003,Supplier_E96,3,7
17004,Supplier_F415,4,9
17005,Supplier_X852,11,15
17006,Supplier_I437,11,12
17007,Supplier_R644,5,2
17008,Supplier_N906,5,8
17009,Supplier_H415,6,14
17010,Supplier_K463,14,15
17011,Supplier_D998,6,12
17012,Supplier_P132,4,12
17013,Supplier_I588,4,1
17014,Supplier_E134,12,5
17015,Supplier_F76,14,7
17016,Supplier_N602,8,8
17017,Supplier_I270,11,1
17018,Supplier_N959,12,9
17019,Supplier_A371,9,8
17020,Supplier_X952,15,14
17021,Supplier_S468,6,10
17022,Supplier_R791,15,11
17023,Supplier_L766,12,13
17024,Supplier_J379,5,3
17025,Supplier_T111,11,14
17026,Supplier_L642,14,1
17027,Supplier_I114,13,5
17028,Supplier_C191,15,8
17029,Supplier_Q823,9,10
17030,Supplier_I949,4,1
17031,Supplier_K91,5,5
17032,Supplier_F33,8,15
17033,Supplier_B686,12,15
17034,Supplier_N883,3,7
17035,Supplier_E151,1,13
17036,Supplier_Y741,14,9
17037,Supplier_N394,12,2
17038,Supplier_K706,9,5
17039,Supplier_M394,5,11
17040,Supplier_I80,3,6
17041,Supplier_M182,14,10
17042,Supplier_U230,11,4
17043,Supplier_Y407,12,4
17044,Supplier_L902,12,10
17045,Supplier_V512,2,13
17046,Supplier_O211,2,4
17047,Supplier_Z133,10,13
17048,Supplier_J284,12,12
17049,Supplier_Y204,1,1
17050,Supplier_O87,15,13
17051,Supplier_D382,10,12
17052,Supplier_R174,2,13
17053,Supplier_N214,7,8
17054,Supplier_Q877,11,6
17055,Supplier_N672,14,9
17056,Supplier_O817,5,10
17057,Supplier_E179,4,7
17058,Supplier_V553,11,13
17059,Supplier_C471,3,8
17060,Supplier_G833,4,9
17061,Supplier_O327,13,4
17062,Supplier_O466,6,11
17063,Supplier_Z496,12,3
17064,Supplier_R59,9,6
17065,Supplier_J472,4,3
17066,Supplier_H642,10,9
17067,Supplier_I127,15,10
17068,Supplier_E355,13,15
17069,Supplier_W376,15,1
17070,Supplier_C967,7,9
17071,Supplier_R864,14,1
17072,Supplier_G510,1,8
17073,Supplier_K406,13,8
17074,Supplier_H837,6,12
17075,Supplier_F1,11,12
17076,Supplier_Z736,6,2
17077,Supplier_G221,14,10
17078,Supplier_V281,11,7
17079,Supplier_D325,6,3
17080,Supplier_C806,5,1
17081,Supplier_O993,13,7
17082,Supplier_L790,12,1
17083,Supplier_U858,1,8
17084,Supplier_W364,14,3
17085,Supplier_N753,15,11
17086,Supplier_W154,2,4
17087,Supplier_K483,14,7
17088,Supplier_J15,7,12
17089,Supplier_D447,1,13
17090,Supplier_R121,8,6
17091,Supplier_C837,5,14
17092,Supplier_J267,7,3
17093,Supplier_E736,13,12
17094,Supplier_M712,6,9
17095,Supplier_X29,8,11
17096,Supplier_F53,13,7
17097,Supplier_M114,4,6
